,,,,,,How important were each of the following factors in making it possible for you to acquire a PEV?,,,,,,,,,,,,
County,Lease/Purchase,Vehicle Category,Make,4) Which of these factors was the most important reason why you decided to acquire a PEV? If it is not listed please describe it.,Other (please explain):Which of these factors was the most important reason why you decided to acquire a PEV?,5a) Federal Tax Incentives,5b) State Rebate (CVRP),5c) The option to lease a PEV,5d) Access to workplace charging,5e) Other incentive program,6) Have you already or will you be applying for an HOV lane sticker?,Disadvantaged Community,Weight,,,,,
Los Angeles,Purchase,BEV,Nissan,1,,4,3,2,3,4,1,0,0.900561682,,,,,
Los Angeles,Purchase,PHEV,Toyota,1,,4,4,1,1,4,1,1,1.30723249,,,,,
Santa Clara,Purchase,PHEV,Chevrolet,1,,5,5,1,1,1,1,0,1.000664573,,,,,
Alameda,Lease,BEV,Nissan,1,,5,5,5,4,5,1,0,1.232783915,,,,,
Yolo,Lease,BEV,Other,1,,5,5,5,5,3,1,0,0.681834193,,,,,
San Diego,Lease,BEV,Toyota,1,,5,5,5,2,2,1,0,0.747640486,,,,,
San Diego,Lease,BEV,Toyota,1,,4,4,4,2,1,1,0,0.747640486,,,,,
Los Angeles,Lease,PHEV,Chevrolet,1,,5,5,5,4,5,1,0,1.255790796,,,,,
San Diego,Lease,PHEV,Ford,1,,3,4,4,4,4,1,0,1.004423684,,,,,
Orange,Lease,BEV,Nissan,1,,5,5,5,5,,1,0,1.043829753,,,,,
San Mateo,Lease,BEV,Nissan,1,,4,4,5,4,5,1,0,1.207304629,,,,,
Ventura,Purchase,PHEV,Ford,1,,3,3,1,4,1,1,0,0.684056541,,,,,
San Mateo,Purchase,BEV,Nissan,1,,4,3,2,1,2,1,0,0.902412038,,,,,
Santa Barbara,Purchase,PHEV,Toyota,1,,1,1,1,1,1,0,0,0.969209413,,,,,
Los Angeles,Lease,BEV,Nissan,1,,5,5,5,1,1,1,0,1.204829103,,,,,
Alameda,Lease,BEV,Nissan,1,,4,4,4,4,4,1,0,1.175142704,,,,,
Santa Clara,Lease,BEV,Nissan,1,,5,5,5,4,3,1,0,1.224368966,,,,,
Ventura,Purchase,PHEV,Chevrolet,1,,4,3,1,3,2,1,0,0.802183533,,,,,
Los Angeles,Lease,BEV,Chevrolet,1,,4,4,3,3,1,1,1,0.877954319,,,,,
Sonoma,Purchase,PHEV,Ford,1,,1,2,1,1,1,1,0,0.772223086,,,,,
Los Angeles,Lease,BEV,Chevrolet,1,,5,5,5,1,3,1,0,0.877954319,,,,,
Orange,Lease,BEV,Nissan,1,,4,4,4,1,1,1,0,1.226416004,,,,,
Riverside,Lease,BEV,Nissan,1,,5,5,5,3,3,0,0,0.993584298,,,,,
Los Angeles,Lease,BEV,Nissan,1,,5,5,5,5,3,1,1,1.204829103,,,,,
Orange,Lease,BEV,Nissan,1,,4,4,5,4,5,1,0,1.043829753,,,,,
Sonoma,Purchase,PHEV,Chevrolet,1,,5,4,1,1,5,1,0,0.794840107,,,,,
Santa Clara,Purchase,PHEV,Toyota,1,,5,5,5,5,5,1,0,1.328433127,,,,,
El Dorado,Lease,BEV,Chevrolet,1,,5,5,4,4,1,0,0,0.613349297,,,,,
Orange,Lease,BEV,Nissan,1,,3,3,1,1,1,1,0,1.043829753,,,,,
Orange,Lease,BEV,Nissan,1,,5,5,2,1,1,1,0,1.169072537,,,,,
Orange,Lease,BEV,Ford,1,,5,5,5,5,5,1,0,0.981093486,,,,,
Los Angeles,Lease,BEV,Ford,1,,5,5,5,,,1,0,0.963824658,,,,,
Orange,Lease,BEV,Other,1,,2,4,4,1,1,1,0,1.087924489,,,,,
Merced,Purchase,PHEV,Ford,1,,4,4,1,5,3,,1,0.470218798,,,,,
Los Angeles,Purchase,BEV,Tesla,1,,5,5,1,3,5,1,0,0.954964549,,,,,
Los Angeles,Lease,BEV,Nissan,1,,5,5,5,1,2,0,0,1.025456666,,,,,
Los Angeles,Lease,BEV,FIAT,1,,5,5,5,5,,1,0,1.109838005,,,,,
Contra Costa,Purchase,BEV,Tesla,1,,3,3,1,2,1,1,0,0.884302325,,,,,
Santa Clara,Lease,BEV,Ford,1,,4,4,4,1,4,1,0,0.979455922,,,,,
Sonoma,Lease,BEV,Nissan,1,,5,5,5,5,5,1,0,0.972531242,,,,,
Madera,Purchase,BEV,Other,1,,5,5,1,5,5,1,1,0.500590423,,,,,
San Diego,Purchase,PHEV,Ford,1,,5,5,1,3,5,1,0,0.691284086,,,,,
Ventura,Purchase,PHEV,Toyota,1,,5,5,4,5,5,1,0,1.064939449,,,,,
Contra Costa,Purchase,BEV,Tesla,1,,3,3,1,1,1,1,0,0.94047634,,,,,
Placer,Purchase,BEV,Toyota,1,,2,2,1,1,1,0,0,0.551477736,,,,,
Alameda,Lease,BEV,Other,1,,5,5,3,3,2,1,0,0.612241889,,,,,
San Diego,Lease,BEV,Other,1,,4,4,5,2,3,1,0,0.49260427,,,,,
Los Angeles,Lease,PHEV,Chevrolet,1,,5,3,5,1,2,1,0,1.255790796,,,,,
Santa Clara,Lease,BEV,Nissan,1,,5,5,5,4,,1,0,1.042087475,,,,,
Fresno,Purchase,PHEV,Chevrolet,1,,4,3,1,1,3,,0,0.856930566,,,,,
San Joaquin,Lease,BEV,Other,1,,5,4,3,1,5,1,1,0.416333723,,,,,
Santa Clara,Lease,BEV,Nissan,1,,2,5,5,5,2,1,0,1.224368966,,,,,
Contra Costa,Lease,BEV,Nissan,1,,5,5,5,1,1,1,0,1.131070625,,,,,
Orange,Purchase,BEV,Tesla,1,,2,2,1,1,1,1,0,0.972074631,,,,,
San Bernardino,Lease,PHEV,Ford,1,,5,5,5,2,4,,0,1.129033043,,,,,
Santa Clara,Lease,BEV,Ford,1,,5,5,5,5,1,1,0,0.979455922,,,,,
San Joaquin,Lease,BEV,Nissan,1,,5,5,5,5,5,1,0,0.838311664,,,,,
Los Angeles,Purchase,BEV,Tesla,1,,5,5,3,4,4,1,0,0.954964549,,,,,
Contra Costa,Purchase,BEV,Toyota,1,,5,5,1,1,1,1,0,0.701295674,,,,,
Santa Clara,Lease,BEV,FIAT,1,,5,5,5,3,2,1,0,1.127837307,,,,,
Alameda,Purchase,BEV,Nissan,1,,5,5,1,4,3,1,0,0.822741089,,,,,
Orange,Lease,BEV,Nissan,1,,2,2,2,1,1,1,0,1.043829753,,,,,
San Bernardino,Lease,BEV,Nissan,1,,5,5,3,5,5,1,0,1.114940774,,,,,
Nevada,Purchase,BEV,Tesla,1,,2,2,1,1,1,0,0,0.923760193,,,,,
Orange,Purchase,PHEV,Chevrolet,1,,5,5,1,2,5,1,0,1.002337596,,,,,
San Diego,Lease,BEV,Nissan,1,,5,5,5,5,5,1,0,0.945509159,,,,,
El Dorado,Purchase,PHEV,Chevrolet,1,,5,4,1,1,4,1,0,0.687919488,,,,,
Santa Clara,Lease,PHEV,Chevrolet,1,,4,4,4,1,,1,0,1.276157154,,,,,
Riverside,Lease,BEV,Nissan,1,,5,5,2,5,5,1,0,1.042319998,,,,,
San Diego,Purchase,PHEV,Chevrolet,1,,5,4,2,3,,1,0,0.810659174,,,,,
Placer,Lease,BEV,Nissan,1,,5,5,5,5,,1,0,0.933067147,,,,,
Marin,Lease,BEV,Nissan,1,,5,5,5,5,1,1,0,1.089948913,,,,,
Napa,Lease,BEV,Nissan,1,,5,4,5,1,3,0,0,0.897055374,,,,,
Placer,Lease,BEV,Nissan,1,,4,5,4,5,1,1,0,0.933067147,,,,,
Los Angeles,Lease,BEV,Other,1,,1,5,5,2,4,1,0,0.598358591,,,,,
Sacramento,Purchase,BEV,Nissan,1,,5,4,2,5,5,0,0,0.578416512,,,,,
Orange,Lease,BEV,Nissan,1,,4,4,4,4,4,1,0,1.226416004,,,,,
San Diego,Lease,BEV,Nissan,1,,4,4,4,3,4,1,0,0.945509159,,,,,
Los Angeles,Lease,BEV,Nissan,1,,5,5,5,5,5,1,0,1.025456666,,,,,
San Diego,Purchase,PHEV,Ford,1,,4,4,1,2,1,1,0,0.691284086,,,,,
Los Angeles,Lease,PHEV,Chevrolet,1,,5,5,5,3,1,1,0,1.255790796,,,,,
San Diego,Lease,BEV,Toyota,1,,5,5,1,1,5,1,0,0.747640486,,,,,
Alameda,Lease,BEV,Nissan,1,,4,4,4,4,3,1,0,1.049249624,,,,,
Alameda,Purchase,BEV,Other,1,,5,5,2,5,2,1,0,0.857496326,,,,,
Los Angeles,Purchase,BEV,Nissan,1,,5,4,1,1,1,1,1,0.900561682,,,,,
San Bernardino,Lease,BEV,Nissan,1,,5,5,5,5,,1,0,1.114940774,,,,,
Santa Clara,Lease,PHEV,Chevrolet,1,,5,5,5,4,5,1,0,1.276157154,,,,,
San Diego,Purchase,BEV,Nissan,1,,4,4,1,1,1,0,0,0.777761526,,,,,
San Mateo,Lease,PHEV,Toyota,1,,5,5,5,3,,1,0,1.67055156,,,,,
Orange,Lease,BEV,Nissan,1,,5,5,5,5,5,1,0,1.226416004,,,,,
Orange,Lease,BEV,Ford,1,,5,5,5,2,5,1,0,0.981093486,,,,,
Los Angeles,Lease,BEV,Other,1,,3,3,3,1,1,1,0,0.598358591,,,,,
San Mateo,Lease,BEV,Nissan,1,,4,3,2,1,1,1,0,1.150854751,,,,,
Santa Clara,Purchase,PHEV,Chevrolet,1,,5,4,1,1,1,1,0,1.000664573,,,,,
Contra Costa,Lease,PHEV,Chevrolet,1,,5,5,4,5,5,1,0,1.236738613,,,,,
Alameda,Lease,BEV,Nissan,1,,4,5,3,5,3,1,0,1.049249624,,,,,
Los Angeles,Lease,BEV,Nissan,1,,2,2,5,1,2,,1,1.204829103,,,,,
San Diego,Lease,BEV,Nissan,1,,4,4,4,,1,1,0,0.991886754,,,,,
San Diego,Lease,BEV,FIAT,1,,5,5,5,2,1,,0,0.91368445,,,,,
Los Angeles,Lease,PHEV,Chevrolet,1,,4,4,4,4,2,1,0,1.255790796,,,,,
San Diego,Lease,BEV,Nissan,1,,5,5,5,,,1,0,0.991886754,,,,,
Ventura,Purchase,PHEV,Ford,1,,5,5,1,5,5,1,0,0.684056541,,,,,
Santa Clara,Purchase,BEV,Nissan,1,,4,4,2,5,3,1,0,0.817125081,,,,,
San Diego,Lease,BEV,Nissan,1,,5,5,5,3,5,0,0,0.991886754,,,,,
Los Angeles,Lease,BEV,Chevrolet,1,,5,5,5,3,3,1,0,0.877954319,,,,,
Orange,Lease,BEV,Chevrolet,1,,4,5,5,5,5,1,0,0.89368461,,,,,
Los Angeles,Lease,PHEV,Chevrolet,1,,3,5,4,1,1,1,0,1.255790796,,,,,
San Diego,Purchase,PHEV,Toyota,1,,4,4,2,1,,1,1,1.076191294,,,,,
San Joaquin,Lease,BEV,Nissan,1,,5,5,5,4,4,1,0,0.838311664,,,,,
Orange,Purchase,PHEV,Chevrolet,1,,5,5,1,1,4,1,0,1.002337596,,,,,
Orange,Purchase,BEV,Tesla,1,,4,4,1,4,4,1,0,0.972074631,,,,,
San Francisco,Lease,BEV,Nissan,1,,5,5,5,5,5,1,0,1.003206155,,,,,
Santa Clara,Lease,BEV,Nissan,1,,5,5,4,4,5,1,0,1.167121213,,,,,
Contra Costa,Lease,BEV,Nissan,1,,3,3,5,1,3,1,0,1.131070625,,,,,
Los Angeles,Purchase,PHEV,Toyota,1,,1,1,1,1,1,1,0,1.30723249,,,,,
Fresno,Lease,BEV,Nissan,1,,5,5,5,1,5,0,0,1.048502385,,,,,
San Diego,Purchase,PHEV,Chevrolet,1,,4,3,1,1,1,1,0,0.810659174,,,,,
San Diego,Purchase,PHEV,Ford,1,,5,5,1,1,,1,0,0.691284086,,,,,
Santa Clara,Lease,PHEV,Chevrolet,1,,5,4,5,2,1,1,0,1.276157154,,,,,
Ventura,Purchase,PHEV,Chevrolet,1,,4,4,1,3,4,0,0,0.802183533,,,,,
Contra Costa,Lease,BEV,Toyota,1,,4,4,4,4,,1,0,0.894369118,,,,,
Los Angeles,Lease,BEV,Nissan,1,,4,5,4,5,4,1,0,1.204829103,,,,,
Santa Clara,Purchase,PHEV,Ford,1,,5,4,1,1,1,1,0,0.972190857,,,,,
Contra Costa,Purchase,BEV,Nissan,1,,5,5,1,5,1,1,0,0.886898844,,,,,
Santa Clara,Purchase,BEV,Tesla,1,,4,3,1,2,3,1,0,0.970452121,,,,,
Shasta,Purchase,PHEV,Ford,1,,4,4,1,1,1,1,0,0.518933276,,,,,
Santa Clara,Lease,PHEV,Chevrolet,1,,5,2,5,1,1,1,0,1.276157154,,,,,
Los Angeles,Lease,BEV,Ford,1,,,,5,,,1,0,0.963824658,,,,,
Solano,Purchase,BEV,Tesla,1,,5,5,1,1,1,1,0,0.797470612,,,,,
Los Angeles,Lease,BEV,Chevrolet,1,,3,4,5,5,5,1,0,0.877954319,,,,,
Santa Clara,Purchase,PHEV,Chevrolet,1,,5,5,1,3,4,1,0,1.000664573,,,,,
Orange,Purchase,BEV,Tesla,1,,5,,,,,1,0,0.914013272,,,,,
Sacramento,Lease,BEV,Nissan,1,,5,5,5,3,4,,0,0.866691334,,,,,
Orange,Lease,PHEV,Chevrolet,1,,1,3,5,2,2,1,0,1.278290776,,,,,
San Diego,Purchase,PHEV,Other,1,,3,3,1,5,1,,0,0.710843843,,,,,
Los Angeles,Lease,BEV,Nissan,1,,5,4,4,3,5,1,0,1.025456666,,,,,
Placer,Lease,PHEV,Chevrolet,1,,5,5,5,3,3,1,0,0.972533891,,,,,
Riverside,Lease,BEV,Nissan,1,,5,5,2,5,5,1,0,1.042319998,,,,,
Los Angeles,Lease,BEV,Nissan,1,,4,4,1,1,1,1,0,1.025456666,,,,,
San Joaquin,Lease,BEV,Other,1,,5,5,5,5,5,1,0,0.416333723,,,,,
Riverside,Purchase,PHEV,Chevrolet,1,,4,4,1,1,1,1,0,0.851877762,,,,,
Santa Clara,Purchase,PHEV,Chevrolet,1,,5,5,1,2,1,1,0,1.000664573,,,,,
Los Angeles,Lease,PHEV,Ford,1,,5,5,3,3,3,1,0,1.070867044,,,,,
Contra Costa,Lease,PHEV,Chevrolet,1,,4,3,4,3,1,1,0,1.236738613,,,,,
Kern,Lease,BEV,FIAT,1,,2,5,5,1,5,0,1,0.995103956,,,,,
Contra Costa,Lease,BEV,Nissan,1,,5,5,3,4,,1,0,1.131070625,,,,,
Sonoma,Lease,PHEV,Chevrolet,1,,5,5,5,,,0,0,1.013667233,,,,,
Los Angeles,Purchase,PHEV,Chevrolet,1,,1,1,1,1,1,0,0,0.984694837,,,,,
Los Angeles,Lease,PHEV,Chevrolet,1,,5,4,5,5,5,1,0,1.255790796,,,,,
Orange,Lease,BEV,Nissan,1,,5,5,3,4,4,1,0,1.169072537,,,,,
Orange,Purchase,BEV,Tesla,1,,4,4,1,1,1,1,0,0.972074631,,,,,
Ventura,Purchase,BEV,Nissan,1,,3,3,1,3,4,0,0,0.655048957,,,,,
Alameda,Lease,PHEV,Chevrolet,1,,5,5,5,5,5,1,0,1.284928037,,,,,
Orange,Lease,BEV,Nissan,1,,5,5,5,4,4,1,0,1.043829753,,,,,
Ventura,Purchase,BEV,FIAT,1,,5,5,1,5,1,1,0,0.708950706,,,,,
Butte,Purchase,PHEV,Chevrolet,1,,5,5,2,3,5,1,0,0.6880653,,,,,
Alameda,Lease,PHEV,Chevrolet,1,,5,5,5,4,5,1,0,1.284928037,,,,,
San Diego,Lease,BEV,Nissan,1,,5,5,5,4,5,1,0,0.844216728,,,,,
Solano,Lease,BEV,Nissan,1,,1,5,5,5,1,1,1,1.006127194,,,,,
Placer,Lease,BEV,Nissan,1,,3,5,5,5,1,1,0,0.933067147,,,,,
Sonoma,Lease,PHEV,Chevrolet,1,,5,5,5,,,1,0,1.013667233,,,,,
Los Angeles,Lease,PHEV,Chevrolet,1,,5,5,4,5,3,1,0,1.255790796,,,,,
Tehama,Lease,BEV,Nissan,1,,5,5,3,1,2,0,0,0.499044892,,,,,
Orange,Lease,PHEV,Chevrolet,1,,4,4,4,3,,1,0,1.278290776,,,,,
Contra Costa,Lease,BEV,Nissan,1,,5,5,5,,5,1,0,1.186550083,,,,,
Monterey,Lease,PHEV,Ford,1,,5,5,5,1,5,1,1,0.920580996,,,,,
Riverside,Lease,PHEV,Ford,1,,5,5,5,5,1,1,0,1.055494378,,,,,
Alameda,Purchase,PHEV,Chevrolet,1,,5,5,1,5,5,1,0,1.007542027,,,,,
San Diego,Lease,PHEV,Chevrolet,1,,1,5,5,1,,1,0,1.033841441,,,,,
San Diego,Lease,BEV,Nissan,1,,5,5,5,1,5,1,0,0.991886754,,,,,
San Diego,Purchase,PHEV,Toyota,1,,5,5,1,3,4,1,0,1.076191294,,,,,
San Diego,Lease,BEV,Nissan,1,,4,4,4,1,1,0,0,0.844216728,,,,,
Los Angeles,Lease,BEV,Nissan,1,,4,2,4,2,2,1,0,1.025456666,,,,,
Orange,Purchase,PHEV,Chevrolet,1,,5,5,1,1,1,1,0,1.002337596,,,,,
Los Angeles,Lease,PHEV,Chevrolet,1,,1,5,5,5,1,1,0,1.255790796,,,,,
San Diego,Lease,PHEV,Chevrolet,1,,4,4,4,2,4,1,0,1.033841441,,,,,
San Diego,Lease,BEV,FIAT,1,,5,5,5,5,3,1,0,0.91368445,,,,,
Contra Costa,Lease,PHEV,Chevrolet,1,,3,5,5,2,3,1,0,1.236738613,,,,,
San Bernardino,Lease,PHEV,Chevrolet,1,,4,4,4,4,1,1,0,1.162100383,,,,,
Los Angeles,Purchase,PHEV,Chevrolet,1,,5,5,1,5,3,1,0,0.984694837,,,,,
San Benito,Purchase,BEV,Tesla,1,,1,2,1,1,1,0,0,0.783286315,,,,,
Alameda,Lease,BEV,Other,1,,2,2,2,2,1,0,0,1.093573312,,,,,
Los Angeles,Lease,PHEV,Chevrolet,1,,5,5,5,1,5,1,0,1.255790796,,,,,
Santa Clara,Lease,BEV,Toyota,1,,5,4,5,2,1,1,0,0.922875324,,,,,
San Mateo,Purchase,PHEV,Chevrolet,1,,5,5,,,,1,0,0.986718059,,,,,
Ventura,Lease,BEV,Nissan,1,,3,3,4,3,3,0,0,0.835390235,,,,,
Sacramento,Purchase,PHEV,Chevrolet,1,,3,3,2,2,3,0,0,0.708338203,,,,,
Orange,Lease,BEV,Ford,1,,5,5,5,2,5,,0,0.981093486,,,,,
Lake,Purchase,PHEV,Chevrolet,1,,3,3,2,3,3,0,0,0.584638725,,,,,
Santa Clara,Purchase,PHEV,Chevrolet,1,,3,3,1,3,3,1,0,1.000664573,,,,,
Orange,Lease,PHEV,Chevrolet,1,,5,5,5,1,1,1,0,1.278290776,,,,,
Contra Costa,Purchase,PHEV,Ford,1,,4,4,1,1,1,1,0,0.826952459,,,,,
Alameda,Purchase,BEV,Tesla,1,,5,5,2,4,,1,0,0.809770115,,,,,
Los Angeles,Lease,PHEV,Chevrolet,1,,1,5,5,1,1,1,1,1.255790796,,,,,
San Diego,Lease,PHEV,Chevrolet,1,,4,4,4,2,4,1,0,1.033841441,,,,,
Orange,Lease,BEV,Nissan,1,,5,5,5,2,1,1,0,1.226416004,,,,,
Los Angeles,Lease,PHEV,Chevrolet,1,,5,4,5,4,1,1,0,1.255790796,,,,,
San Francisco,Purchase,BEV,Toyota,1,,5,5,1,3,1,1,0,0.696648026,,,,,
Stanislaus,Lease,PHEV,Chevrolet,1,,5,1,5,5,1,,0,0.827144773,,,,,
San Diego,Lease,PHEV,Chevrolet,1,,4,4,5,1,1,1,0,1.033841441,,,,,
Kern,Purchase,BEV,Other,1,,4,3,1,2,3,0,0,0.810601046,,,,,
Orange,Lease,BEV,Toyota,1,,3,3,5,4,,1,0,0.92441829,,,,,
San Francisco,Purchase,BEV,Tesla,1,,5,5,,5,,1,0,0.87844185,,,,,
Santa Clara,Lease,BEV,Other,1,,5,5,5,1,1,1,0,0.608062743,,,,,
San Diego,Purchase,PHEV,Ford,1,,4,4,1,4,3,0,0,0.691284086,,,,,
Los Angeles,Purchase,PHEV,Chevrolet,1,,5,5,1,1,1,1,0,0.984694837,,,,,
San Diego,Purchase,PHEV,Chevrolet,1,,4,4,1,2,4,1,0,0.810659174,,,,,
El Dorado,Purchase,PHEV,Chevrolet,1,,5,3,1,4,1,,0,0.687919488,,,,,
Santa Clara,Lease,BEV,Chevrolet,1,,1,3,3,5,3,1,0,0.892192942,,,,,
Sacramento,Lease,BEV,Nissan,1,,4,4,4,3,2,1,0,0.737660141,,,,,
Placer,Purchase,PHEV,Chevrolet,1,,4,1,1,1,1,1,0,0.762586495,,,,,
Merced,Purchase,PHEV,Ford,1,,4,4,1,1,4,1,0,0.470218798,,,,,
Santa Cruz,Purchase,PHEV,Ford,1,,4,4,2,3,3,,0,0.69197476,,,,,
San Diego,Lease,BEV,Nissan,1,,5,5,5,2,1,1,0,0.991886754,,,,,
San Joaquin,Purchase,BEV,Other,1,,5,5,1,1,5,1,1,0.58617861,,,,,
Los Angeles,Purchase,PHEV,Chevrolet,1,,5,5,1,5,1,1,0,0.984694837,,,,,
San Diego,Lease,PHEV,Ford,1,,5,5,5,2,1,1,0,0.881601244,,,,,
Sacramento,Purchase,PHEV,Chevrolet,1,,4,4,1,1,1,1,0,0.708338203,,,,,
Alameda,Purchase,PHEV,Toyota,1,,5,5,4,5,5,1,0,1.337563297,,,,,
Los Angeles,Lease,BEV,Nissan,1,,4,4,4,4,,1,0,1.204829103,,,,,
San Mateo,Purchase,PHEV,Chevrolet,1,,5,5,1,5,1,1,0,0.986718059,,,,,
San Bernardino,Lease,PHEV,Chevrolet,1,,3,3,1,3,2,0,0,1.162100383,,,,,
Monterey,Purchase,PHEV,Ford,1,,4,4,1,1,2,0,0,0.721849019,,,,,
San Francisco,Purchase,BEV,Other,1,,5,5,3,5,5,1,0,0.81986743,,,,,
Orange,Lease,BEV,FIAT,1,,5,5,5,1,1,1,0,1.129722952,,,,,
Los Angeles,Lease,BEV,FIAT,1,,5,5,5,5,5,,0,1.109838005,,,,,
Sacramento,Lease,PHEV,Chevrolet,1,,5,5,5,1,1,1,0,0.903350523,,,,,
Los Angeles,Lease,BEV,Nissan,1,,5,5,5,5,5,,0,1.204829103,,,,,
Sacramento,Purchase,BEV,Nissan,1,,4,3,1,5,1,1,0,0.647817191,,,,,
Orange,Lease,PHEV,Chevrolet,1,,3,3,4,1,1,1,0,1.278290776,,,,,
Placer,Purchase,PHEV,Ford,1,,5,5,1,1,1,1,0,0.650290436,,,,,
Riverside,Purchase,BEV,Tesla,1,,4,4,1,3,4,1,0,0.826157539,,,,,
Los Angeles,Purchase,PHEV,Chevrolet,1,,3,3,1,4,3,1,0,0.984694837,,,,,
Los Angeles,Lease,PHEV,Chevrolet,1,,3,4,3,2,3,0,0,1.255790796,,,,,
Los Angeles,Lease,BEV,Nissan,1,,4,5,5,,4,0,0,1.204829103,,,,,
Santa Clara,Lease,PHEV,Chevrolet,1,,5,5,5,4,,1,0,1.276157154,,,,,
Los Angeles,Lease,PHEV,Chevrolet,1,,5,5,5,5,5,1,0,1.255790796,,,,,
San Diego,Lease,BEV,FIAT,1,,5,5,5,1,1,,0,0.91368445,,,,,
Riverside,Purchase,BEV,Ford,1,,3,3,1,1,2,1,0,0.653819725,,,,,
Sonoma,Lease,PHEV,Toyota,1,,5,5,5,5,4,,0,1.345694819,,,,,
Santa Clara,Lease,PHEV,Chevrolet,1,,,5,5,5,3,1,0,1.276157154,,,,,
Santa Clara,Purchase,PHEV,Ford,1,,3,3,2,2,2,1,0,0.972190857,,,,,
Los Angeles,Lease,PHEV,Chevrolet,1,,2,2,5,4,1,1,0,1.255790796,,,,,
San Francisco,Purchase,BEV,Tesla,1,,5,5,1,5,1,1,0,0.934243587,,,,,
Alameda,Purchase,PHEV,Chevrolet,1,,3,3,1,1,1,1,0,1.007542027,,,,,
El Dorado,Purchase,PHEV,Ford,1,,5,5,,,,1,0,0.668344873,,,,,
Los Angeles,Purchase,BEV,Tesla,1,,,,,,,1,0,0.954964549,,,,,
Santa Barbara,Lease,BEV,Nissan,1,,5,5,5,,,0,0,0.85151811,,,,,
Los Angeles,Purchase,PHEV,Chevrolet,1,,5,5,,,5,1,0,0.984694837,,,,,
Alameda,Purchase,BEV,Tesla,1,,4,4,2,2,2,1,0,0.809770115,,,,,
Los Angeles,Purchase,BEV,Nissan,1,,5,5,1,1,5,1,0,0.900561682,,,,,
Sonoma,Purchase,PHEV,Toyota,1,,3,3,1,1,1,1,0,1.055190677,,,,,
Alameda,Lease,BEV,Nissan,1,,4,4,4,4,4,1,0,1.175142704,,,,,
Orange,Purchase,BEV,Nissan,1,,4,4,1,5,2,1,0,0.916697028,,,,,
Alameda,Lease,BEV,Nissan,1,,5,5,5,5,3,1,0,1.232783915,,,,,
San Diego,Lease,PHEV,Chevrolet,1,,2,5,5,4,5,1,0,1.033841441,,,,,
Los Angeles,Purchase,PHEV,Chevrolet,1,,5,5,3,5,5,1,0,0.984694837,,,,,
Orange,Lease,PHEV,Chevrolet,1,,4,4,4,4,2,1,0,1.278290776,,,,,
Contra Costa,Purchase,PHEV,Chevrolet,1,,4,3,1,2,4,1,0,0.969755576,,,,,
Los Angeles,Purchase,BEV,Tesla,1,,4,3,,1,,0,0,0.897925164,,,,,
Alameda,Purchase,BEV,Tesla,1,,5,5,4,5,5,1,0,0.918759097,,,,,
Marin,Lease,BEV,Nissan,1,,4,4,4,4,,0,0,0.927679598,,,,,
San Diego,Lease,PHEV,Ford,1,,5,4,5,1,4,,0,0.881601244,,,,,
Riverside,Lease,PHEV,Toyota,1,,5,5,5,5,3,,0,1.44226176,,,,,
San Diego,Lease,BEV,Nissan,1,,5,5,5,5,,1,0,0.991886754,,,,,
Los Angeles,Purchase,PHEV,Chevrolet,1,,5,5,,5,,1,0,0.984694837,,,,,
San Diego,Lease,BEV,Nissan,1,,3,4,2,1,5,0,0,0.844216728,,,,,
Sacramento,Lease,PHEV,Chevrolet,1,,5,5,5,4,5,1,0,0.903350523,,,,,
Sonoma,Lease,BEV,Chevrolet,1,,3,5,5,1,3,1,0,0.708679764,,,,,
Orange,Lease,PHEV,Chevrolet,1,,5,4,5,3,4,1,1,1.278290776,,,,,
Los Angeles,Lease,PHEV,Ford,1,,4,3,4,2,,,0,1.070867044,,,,,
San Bernardino,Purchase,PHEV,Ford,1,,2,2,1,3,2,1,0,0.777045173,,,,,
Sonoma,Lease,PHEV,Chevrolet,1,,2,3,4,2,1,1,0,1.013667233,,,,,
Santa Clara,Purchase,PHEV,Chevrolet,1,,4,4,1,1,3,0,0,1.000664573,,,,,
San Diego,Lease,BEV,Ford,1,,5,5,5,5,,1,0,0.793477605,,,,,
San Mateo,Purchase,PHEV,Chevrolet,1,,5,5,1,1,4,,0,0.986718059,,,,,
Riverside,Purchase,PHEV,Chevrolet,1,,5,5,2,3,5,1,0,0.851877762,,,,,
Orange,Lease,BEV,Toyota,1,,4,3,4,1,3,1,0,0.92441829,,,,,
Orange,Lease,PHEV,Chevrolet,1,,1,4,4,1,1,1,0,1.278290776,,,,,
San Diego,Purchase,BEV,Tesla,1,,4,4,1,1,,1,0,0.786183438,,,,,
Solano,Purchase,BEV,Nissan,1,,5,5,,5,5,1,0,0.752039933,,,,,
San Diego,Lease,BEV,Ford,1,,5,5,5,2,4,1,0,0.793477605,,,,,
Orange,Lease,BEV,Nissan,1,,3,4,5,1,1,1,0,1.169072537,,,,,
San Diego,Purchase,PHEV,Chevrolet,1,,5,5,1,1,5,1,0,0.810659174,,,,,
Los Angeles,Lease,PHEV,Chevrolet,1,,5,5,3,5,1,1,0,1.255790796,,,,,
Los Angeles,Purchase,PHEV,Chevrolet,1,,5,5,1,1,5,1,0,0.984694837,,,,,
Los Angeles,Lease,PHEV,Chevrolet,1,,3,3,3,3,3,1,1,1.255790796,,,,,
Los Angeles,Lease,PHEV,Chevrolet,1,,1,4,4,2,1,1,0,1.255790796,,,,,
